interaction_id,user_id,food_id,interaction_type,rating,timestamp
I01272,U014,F019,rating,4,2026-03-10T14:27:00
I01273,U036,F058,click,,2026-03-21T09:52:00
I01274,U042,F022,rating,5,2026-02-04T20:24:00
I01275,U017,F088,like,,2026-03-22T07:15:00
I01276,U038,F066,like,,2026-03-10T19:13:00
I01277,U005,F039,save,,2026-01-18T18:59:00
I01278,U018,F056,save,,2026-02-10T23:16:00
I01279,U022,F082,click,,2026-02-27T09:19:00
I01280,U016,F085,dislike,,2026-02-28T20:27:00
I01281,U022,F003,dislike,,2026-01-01T20:46:00
I01282,U031,F001,skip,,2026-02-22T18:58:00
I01283,U045,F091,like,,2026-01-11T22:09:00
I01284,U042,F010,click,,2026-03-27T15:11:00
I01285,U044,F016,click,,2026-03-18T12:13:00
I01286,U025,F023,click,,2026-01-02T04:15:00
I01287,U030,F048,skip,,2026-01-29T00:40:00
I01288,U049,F036,skip,,2026-01-25T03:04:00
I01289,U040,F081,click,,2026-01-30T16:51:00
I01290,U024,F005,rating,4,2026-01-01T06:41:00
I01291,U041,F051,like,,2026-03-06T16:51:00
I01292,U011,F071,click,,2026-03-28T23:17:00
I01293,U039,F073,save,,2026-01-09T04:20:00
I01294,U017,F073,click,,2026-02-05T06:32:00
I01295,U044,F003,skip,,2026-03-10T20:58:00
I01296,U017,F088,skip,,2026-02-24T21:52:00
I01297,U044,F084,rating,5,2026-02-22T09:21:00
I01298,U008,F088,skip,,2026-03-08T01:29:00
I01299,U047,F029,rating,5,2026-02-10T00:10:00
I01300,U026,F025,click,,2026-01-04T07:42:00
I01301,U045,F055,click,,2026-01-26T05:36:00
I01302,U022,F040,save,,2026-01-04T16:22:00
I01303,U028,F004,skip,,2026-02-12T08:32:00
I01304,U016,F014,click,,2026-01-07T11:23:00
I01305,U034,F031,skip,,2026-03-21T14:58:00
I01306,U049,F013,skip,,2026-01-11T02:04:00
I01307,U003,F049,click,,2026-01-09T04:21:00
I01308,U004,F057,save,,2026-02-25T02:14:00
I01309,U007,F087,like,,2026-02-18T13:42:00
I01310,U007,F080,dislike,,2026-03-18T22:31:00
I01311,U040,F002,save,,2026-02-24T21:10:00
I01312,U040,F013,rating,4,2026-02-28T17:39:00
I01313,U022,F076,like,,2026-03-18T02:18:00
I01314,U038,F025,dislike,,2026-03-07T08:44:00
I01315,U023,F054,skip,,2026-01-24T08:17:00
I01316,U009,F006,like,,2026-02-25T17:30:00
I01317,U042,F097,skip,,2026-03-11T04:58:00
I01318,U010,F061,like,,2026-02-17T00:16:00
I01319,U034,F076,dislike,,2026-01-31T17:18:00
I01320,U036,F007,dislike,,2026-01-26T21:51:00
I01321,U013,F009,save,,2026-03-30T23:36:00
I01322,U030,F077,click,,2026-03-14T11:27:00
I01323,U040,F039,like,,2026-02-28T01:26:00
I01324,U032,F029,skip,,2026-03-30T07:51:00
I01325,U030,F080,save,,2026-02-12T12:49:00
I01326,U014,F052,rating,5,2026-01-02T02:31:00
I01327,U023,F004,dislike,,2026-02-26T06:38:00
I01328,U041,F075,dislike,,2026-01-04T06:47:00
I01329,U013,F037,click,,2026-01-23T11:35:00
I01330,U036,F032,like,,2026-02-03T03:27:00
I01331,U002,F087,save,,2026-01-15T11:33:00
I01332,U014,F040,dislike,,2026-02-17T22:33:00
I01333,U011,F068,click,,2026-02-25T02:13:00
I01334,U008,F019,dislike,,2026-01-25T06:32:00
I01335,U035,F049,dislike,,2026-02-24T21:42:00
I01336,U016,F006,skip,,2026-03-10T10:02:00
I01337,U010,F042,save,,2026-02-05T04:18:00
I01338,U033,F075,dislike,,2026-01-11T16:03:00
I01339,U043,F079,save,,2026-03-24T17:22:00
I01340,U024,F064,dislike,,2026-02-17T17:56:00
I01341,U045,F062,skip,,2026-02-04T19:50:00
I01342,U026,F082,skip,,2026-01-05T07:04:00
I01343,U015,F026,like,,2026-01-28T10:26:00
I01344,U028,F049,rating,5,2026-02-02T18:47:00
I01345,U006,F018,dislike,,2026-03-08T12:00:00
I01346,U015,F075,save,,2026-02-13T14:32:00
I01347,U029,F060,like,,2026-03-05T10:49:00
I01348,U018,F049,like,,2026-02-03T22:01:00
I01349,U005,F046,dislike,,2026-03-06T17:30:00
I01350,U035,F083,like,,2026-01-30T03:21:00
I01351,U008,F010,skip,,2026-02-12T06:42:00
I01352,U044,F043,click,,2026-03-29T09:22:00
I01353,U013,F091,dislike,,2026-03-11T08:54:00
I01354,U001,F099,click,,2026-02-21T13:50:00
I01355,U038,F097,skip,,2026-03-07T05:05:00
I01356,U026,F030,click,,2026-03-02T07:58:00
I01357,U034,F076,skip,,2026-03-01T11:37:00
I01358,U006,F041,skip,,2026-03-31T14:15:00
I01359,U014,F057,skip,,2026-02-17T04:44:00
I01360,U037,F017,click,,2026-03-05T22:29:00
I01361,U023,F044,like,,2026-02-21T23:34:00
I01362,U035,F039,like,,2026-01-05T04:44:00
I01363,U010,F043,skip,,2026-03-19T19:35:00
I01364,U026,F049,like,,2026-03-10T13:11:00
I01365,U013,F061,save,,2026-02-27T21:48:00
I01366,U020,F012,save,,2026-01-23T01:05:00
I01367,U045,F078,like,,2026-01-09T13:10:00
I01368,U019,F027,skip,,2026-01-09T15:31:00
I01369,U004,F048,dislike,,2026-02-22T13:20:00
I01370,U011,F015,like,,2026-01-09T13:16:00
I01371,U014,F017,dislike,,2026-03-27T16:12:00
I01372,U011,F078,dislike,,2026-01-26T17:09:00
I01373,U046,F088,dislike,,2026-01-19T15:12:00
I01374,U005,F052,like,,2026-02-12T19:25:00
I01375,U032,F059,like,,2026-01-12T09:49:00
I01376,U042,F059,click,,2026-02-08T13:20:00
I01377,U040,F023,dislike,,2026-03-21T14:44:00
I01378,U030,F050,dislike,,2026-03-14T03:15:00
I01379,U026,F090,dislike,,2026-01-21T09:20:00
I01380,U041,F069,rating,4,2026-03-05T14:02:00
I01381,U049,F071,like,,2026-01-14T17:13:00
I01382,U050,F100,save,,2026-02-02T07:04:00
I01383,U033,F006,dislike,,2026-03-30T23:03:00
I01384,U048,F060,click,,2026-01-25T13:32:00
I01385,U003,F002,skip,,2026-01-18T11:09:00
I01386,U043,F096,save,,2026-01-11T18:43:00
I01387,U043,F032,skip,,2026-03-02T09:31:00
I01388,U011,F022,skip,,2026-01-23T10:02:00
I01389,U008,F069,dislike,,2026-03-27T00:22:00
I01390,U044,F035,like,,2026-01-28T01:10:00
I01391,U044,F069,skip,,2026-03-23T17:50:00
I01392,U042,F085,click,,2026-02-19T23:33:00
I01393,U020,F057,like,,2026-02-18T06:53:00
I01394,U016,F048,dislike,,2026-01-03T14:23:00
I01395,U002,F002,like,,2026-03-27T02:09:00
I01396,U015,F013,click,,2026-01-22T05:42:00
I01397,U003,F054,click,,2026-02-11T19:11:00
I01398,U041,F025,click,,2026-02-20T14:36:00
I01399,U008,F030,dislike,,2026-01-23T00:30:00
I01400,U026,F084,like,,2026-02-28T07:30:00
I01401,U005,F085,skip,,2026-02-17T01:29:00
I01402,U005,F028,click,,2026-03-05T03:28:00
I01403,U046,F069,click,,2026-03-14T05:51:00
I01404,U017,F013,click,,2026-03-31T13:15:00
I01405,U044,F099,dislike,,2026-03-23T23:28:00
I01406,U021,F086,like,,2026-03-19T19:58:00
I01407,U029,F049,skip,,2026-03-06T20:03:00
I01408,U046,F002,save,,2026-01-16T10:32:00
I01409,U016,F095,like,,2026-01-11T02:02:00
I01410,U009,F048,like,,2026-02-18T06:58:00
I01411,U042,F005,click,,2026-02-26T11:13:00
I01412,U009,F036,click,,2026-01-06T17:46:00
I01413,U027,F083,skip,,2026-01-30T11:18:00
I01414,U022,F032,like,,2026-03-27T08:28:00
I01415,U044,F090,skip,,2026-02-18T17:47:00
I01416,U021,F024,like,,2026-03-04T02:23:00
I01417,U013,F007,dislike,,2026-01-27T04:17:00
I01418,U006,F023,click,,2026-01-27T08:03:00
I01419,U033,F011,skip,,2026-01-22T06:44:00
I01420,U016,F055,like,,2026-02-06T19:40:00
I01421,U029,F082,click,,2026-03-03T02:43:00
I01422,U024,F051,skip,,2026-02-24T17:14:00
I01423,U040,F095,dislike,,2026-03-03T00:40:00
I01424,U049,F049,like,,2026-02-08T20:18:00
I01425,U035,F020,dislike,,2026-02-18T15:49:00
I01426,U020,F059,skip,,2026-03-03T02:27:00
I01427,U022,F018,dislike,,2026-01-25T00:08:00
I01428,U001,F065,dislike,,2026-02-21T14:11:00
I01429,U026,F096,save,,2026-03-24T20:04:00
I01430,U005,F053,click,,2026-01-16T13:08:00
I01431,U037,F021,like,,2026-02-02T11:53:00
I01432,U033,F091,skip,,2026-03-31T01:58:00
I01433,U042,F050,skip,,2026-02-01T16:18:00
I01434,U003,F047,save,,2026-03-31T22:43:00
I01435,U042,F019,save,,2026-03-29T05:01:00
I01436,U017,F032,click,,2026-01-21T00:25:00
I01437,U008,F099,click,,2026-02-19T13:34:00
I01438,U046,F076,dislike,,2026-01-25T14:26:00
I01439,U011,F055,like,,2026-03-10T22:28:00
I01440,U025,F076,like,,2026-01-12T03:43:00
I01441,U041,F074,dislike,,2026-01-19T09:10:00
I01442,U048,F027,dislike,,2026-02-09T00:13:00
I01443,U011,F063,like,,2026-03-31T14:15:00
I01444,U034,F054,skip,,2026-01-22T06:01:00
I01445,U024,F024,dislike,,2026-01-24T17:09:00
I01446,U008,F058,like,,2026-01-26T02:00:00
I01447,U048,F024,dislike,,2026-02-22T15:02:00
I01448,U041,F080,save,,2026-01-11T10:00:00
I01449,U006,F049,like,,2026-01-04T19:59:00
I01450,U016,F062,click,,2026-01-02T02:05:00
I01451,U018,F097,skip,,2026-01-06T03:18:00
I01452,U014,F067,dislike,,2026-03-08T09:04:00
I01453,U032,F061,skip,,2026-02-13T12:39:00
I01454,U044,F044,click,,2026-02-16T22:42:00
I01455,U026,F049,click,,2026-02-12T03:25:00
I01456,U001,F059,skip,,2026-01-18T00:52:00
I01457,U039,F016,dislike,,2026-03-31T08:29:00
I01458,U024,F058,skip,,2026-03-02T17:34:00
I01459,U027,F085,rating,5,2026-01-03T21:37:00
I01460,U024,F006,skip,,2026-03-28T15:09:00
I01461,U015,F078,skip,,2026-01-11T11:53:00
I01462,U028,F061,click,,2026-01-13T13:08:00
I01463,U019,F078,like,,2026-03-08T19:31:00
I01464,U046,F065,save,,2026-01-12T10:17:00
I01465,U044,F071,skip,,2026-02-27T03:56:00
I01466,U031,F085,like,,2026-01-22T22:31:00
I01467,U045,F012,rating,4,2026-01-21T11:08:00
I01468,U025,F099,click,,2026-03-27T16:15:00
I01469,U043,F016,click,,2026-03-23T16:47:00
I01470,U006,F089,dislike,,2026-03-15T20:30:00
I01471,U005,F083,rating,5,2026-03-25T21:55:00
I01472,U036,F056,dislike,,2026-01-15T09:55:00
I01473,U006,F015,click,,2026-01-25T03:57:00
I01474,U037,F048,like,,2026-02-18T19:41:00
I01475,U048,F001,save,,2026-01-25T13:14:00
I01476,U028,F041,skip,,2026-01-17T17:44:00
I01477,U043,F078,dislike,,2026-01-02T18:22:00
I01478,U030,F041,rating,4,2026-03-05T23:12:00
I01479,U030,F019,like,,2026-03-27T23:59:00
I01480,U003,F077,save,,2026-03-30T04:12:00
I01481,U018,F091,save,,2026-01-28T16:53:00
I01482,U019,F091,dislike,,2026-02-12T05:12:00
I01483,U046,F027,click,,2026-01-29T23:54:00
I01484,U048,F007,skip,,2026-03-04T13:22:00
I01485,U020,F085,dislike,,2026-01-03T18:42:00
I01486,U026,F044,skip,,2026-02-14T13:21:00
I01487,U026,F010,dislike,,2026-03-31T06:39:00
I01488,U045,F071,like,,2026-03-16T01:50:00
I01489,U046,F039,like,,2026-01-18T15:04:00
I01490,U045,F062,dislike,,2026-01-28T06:40:00
I01491,U048,F084,click,,2026-03-15T03:28:00
I01492,U044,F019,rating,4,2026-01-08T03:16:00
I01493,U023,F061,like,,2026-03-07T22:11:00
I01494,U022,F076,dislike,,2026-02-21T08:21:00
I01495,U003,F016,skip,,2026-03-30T20:20:00
I01496,U012,F084,skip,,2026-03-27T22:28:00
I01497,U006,F100,click,,2026-02-18T09:23:00
I01498,U041,F084,like,,2026-01-15T02:49:00
I01499,U008,F063,click,,2026-01-29T00:47:00
I01500,U038,F074,skip,,2026-03-30T03:13:00
I01501,U038,F024,click,,2026-03-31T14:48:00
I01502,U020,F074,like,,2026-03-10T06:18:00
I01503,U026,F090,save,,2026-03-10T18:05:00
I01504,U032,F009,save,,2026-03-25T04:14:00
I01505,U049,F097,save,,2026-01-16T06:10:00
I01506,U039,F089,save,,2026-02-10T04:11:00
I01507,U003,F017,skip,,2026-01-12T19:11:00
I01508,U017,F097,rating,5,2026-02-16T18:34:00
I01509,U011,F055,skip,,2026-02-01T10:15:00
I01510,U003,F067,dislike,,2026-03-10T15:11:00
I01511,U009,F074,dislike,,2026-02-15T20:41:00
I01512,U035,F066,like,,2026-01-06T08:05:00
I01513,U003,F025,click,,2026-01-28T04:34:00
I01514,U039,F071,like,,2026-01-17T21:14:00
I01515,U028,F010,like,,2026-03-25T05:34:00
I01516,U026,F059,like,,2026-02-24T23:42:00
I01517,U010,F069,save,,2026-02-04T21:36:00
I01518,U045,F083,like,,2026-03-26T22:06:00
I01519,U033,F078,click,,2026-02-10T14:48:00
I01520,U025,F004,dislike,,2026-02-04T04:15:00
I01521,U035,F015,skip,,2026-02-12T21:51:00
I01522,U006,F047,skip,,2026-01-19T07:42:00
I01523,U018,F002,rating,4,2026-02-18T03:35:00
I01524,U008,F023,click,,2026-03-17T16:42:00
I01525,U007,F068,save,,2026-02-06T18:49:00
I01526,U018,F078,like,,2026-02-10T13:17:00
I01527,U012,F045,skip,,2026-03-10T18:49:00
I01528,U039,F052,dislike,,2026-01-02T23:26:00
I01529,U033,F092,like,,2026-02-18T19:22:00
I01530,U048,F035,click,,2026-02-17T08:30:00
I01531,U044,F078,skip,,2026-02-26T12:04:00
I01532,U030,F065,rating,4,2026-02-09T21:41:00
I01533,U006,F040,dislike,,2026-01-12T21:39:00
I01534,U006,F010,click,,2026-01-22T19:38:00
I01535,U004,F011,skip,,2026-03-05T00:21:00
I01536,U028,F087,skip,,2026-03-03T16:59:00
I01537,U033,F088,click,,2026-03-31T04:15:00
I01538,U026,F002,click,,2026-01-01T14:30:00
I01539,U045,F069,dislike,,2026-03-26T18:01:00
I01540,U044,F078,like,,2026-01-22T23:01:00
I01541,U049,F068,dislike,,2026-02-16T04:33:00
I01542,U033,F046,skip,,2026-02-18T05:49:00
I01543,U024,F015,save,,2026-03-11T04:01:00
I01544,U019,F039,dislike,,2026-01-01T21:32:00
I01545,U037,F051,like,,2026-03-24T17:35:00
I01546,U003,F060,click,,2026-01-08T12:08:00
I01547,U001,F079,like,,2026-01-14T00:10:00
I01548,U023,F093,like,,2026-01-13T14:42:00
I01549,U032,F026,save,,2026-01-20T14:01:00
I01550,U008,F063,click,,2026-02-02T07:43:00
I01551,U031,F051,dislike,,2026-01-24T18:18:00
I01552,U018,F014,skip,,2026-02-26T05:31:00
I01553,U009,F046,dislike,,2026-01-26T03:46:00
I01554,U013,F037,like,,2026-02-12T01:04:00
I01555,U011,F086,save,,2026-03-27T09:04:00
I01556,U008,F054,skip,,2026-03-29T04:20:00
I01557,U021,F097,click,,2026-03-06T13:16:00
I01558,U009,F015,skip,,2026-01-17T05:18:00
I01559,U023,F065,save,,2026-01-07T23:09:00
I01560,U022,F055,skip,,2026-02-25T16:23:00
I01561,U019,F037,skip,,2026-02-01T21:04:00
I01562,U010,F094,dislike,,2026-01-15T08:59:00
I01563,U045,F032,skip,,2026-03-02T03:31:00
I01564,U045,F094,dislike,,2026-03-17T21:28:00
I01565,U041,F020,like,,2026-01-05T09:20:00
I01566,U013,F019,skip,,2026-01-12T01:44:00
I01567,U025,F053,click,,2026-01-30T07:34:00
I01568,U022,F055,save,,2026-03-24T01:45:00
I01569,U020,F015,like,,2026-02-14T14:16:00
I01570,U016,F041,dislike,,2026-01-01T01:46:00
I01571,U043,F096,like,,2026-02-05T20:42:00
I01572,U007,F056,rating,5,2026-02-12T10:23:00
I01573,U008,F013,skip,,2026-01-17T11:18:00
I01574,U024,F095,skip,,2026-03-17T18:03:00
I01575,U039,F048,like,,2026-03-16T13:06:00
I01576,U006,F014,click,,2026-01-16T01:24:00
I01577,U038,F084,dislike,,2026-02-27T03:22:00
I01578,U005,F070,like,,2026-03-02T06:53:00
I01579,U035,F093,like,,2026-02-23T18:47:00
I01580,U046,F033,skip,,2026-03-13T11:51:00
I01581,U024,F058,dislike,,2026-02-25T02:18:00
I01582,U031,F054,rating,4,2026-01-22T20:27:00
I01583,U018,F090,dislike,,2026-03-14T02:04:00
I01584,U045,F025,dislike,,2026-03-29T18:10:00
I01585,U033,F010,click,,2026-02-19T19:11:00
I01586,U050,F050,dislike,,2026-01-24T00:07:00
I01587,U011,F074,save,,2026-03-07T15:32:00
I01588,U033,F091,dislike,,2026-01-29T10:06:00
I01589,U046,F035,dislike,,2026-01-06T18:12:00
I01590,U016,F038,like,,2026-02-05T04:32:00
I01591,U018,F007,dislike,,2026-01-27T18:14:00
I01592,U008,F001,skip,,2026-02-17T11:04:00
I01593,U006,F091,dislike,,2026-01-18T13:56:00
I01594,U040,F038,like,,2026-01-02T12:08:00
I01595,U015,F094,dislike,,2026-01-03T18:20:00
I01596,U043,F100,skip,,2026-03-30T13:02:00
I01597,U042,F033,skip,,2026-03-12T07:02:00
I01598,U029,F029,dislike,,2026-03-22T13:29:00
I01599,U010,F058,click,,2026-02-17T05:03:00
I01600,U031,F012,save,,2026-01-23T06:26:00
I01601,U037,F063,dislike,,2026-02-06T00:43:00
I01602,U020,F021,click,,2026-03-29T20:44:00
I01603,U013,F009,like,,2026-02-28T22:01:00
I01604,U026,F013,dislike,,2026-01-02T20:35:00
I01605,U007,F049,like,,2026-01-02T21:59:00
I01606,U003,F017,dislike,,2026-01-19T21:24:00
I01607,U039,F002,dislike,,2026-01-14T18:30:00
I01608,U048,F044,dislike,,2026-01-18T16:23:00
I01609,U049,F073,click,,2026-02-09T11:19:00
I01610,U031,F020,save,,2026-02-04T21:25:00
I01611,U035,F016,like,,2026-03-11T10:07:00
I01612,U007,F066,skip,,2026-01-01T07:39:00
I01613,U002,F030,like,,2026-03-25T09:47:00
I01614,U015,F088,click,,2026-01-15T16:47:00
I01615,U011,F015,rating,5,2026-02-15T02:36:00
I01616,U040,F043,rating,4,2026-01-06T20:38:00
I01617,U010,F023,like,,2026-01-24T23:11:00
I01618,U028,F020,skip,,2026-03-21T09:47:00
I01619,U023,F014,save,,2026-02-17T09:03:00
I01620,U046,F010,click,,2026-01-20T22:23:00
I01621,U010,F041,like,,2026-03-03T02:17:00
I01622,U008,F074,skip,,2026-01-19T03:05:00
I01623,U021,F017,like,,2026-02-10T16:52:00
I01624,U028,F062,skip,,2026-03-23T11:22:00
I01625,U009,F084,dislike,,2026-03-12T16:58:00
I01626,U035,F069,save,,2026-01-30T13:07:00
I01627,U006,F075,skip,,2026-03-30T07:29:00
I01628,U045,F012,like,,2026-01-03T12:22:00
I01629,U036,F061,click,,2026-01-08T11:55:00
I01630,U024,F100,dislike,,2026-01-19T18:49:00
I01631,U027,F032,like,,2026-01-18T04:00:00
I01632,U045,F091,click,,2026-03-31T14:29:00
I01633,U024,F007,skip,,2026-01-10T16:16:00
I01634,U039,F021,like,,2026-01-11T08:21:00
I01635,U005,F002,click,,2026-01-20T06:13:00
I01636,U031,F096,save,,2026-02-08T16:02:00
I01637,U027,F093,click,,2026-03-30T00:27:00
I01638,U019,F015,click,,2026-01-05T20:37:00
I01639,U049,F023,dislike,,2026-02-24T23:12:00
I01640,U030,F071,dislike,,2026-03-15T17:07:00
I01641,U020,F091,rating,5,2026-01-12T17:48:00
I01642,U025,F017,skip,,2026-01-08T07:28:00
I01643,U026,F024,click,,2026-03-19T02:38:00
I01644,U045,F060,save,,2026-02-21T12:59:00
I01645,U011,F007,skip,,2026-01-25T09:12:00
I01646,U007,F014,save,,2026-02-12T00:57:00
I01647,U016,F037,like,,2026-01-28T20:22:00
I01648,U001,F097,dislike,,2026-01-26T21:47:00
I01649,U003,F031,rating,4,2026-03-14T16:30:00
I01650,U003,F007,click,,2026-01-02T12:10:00
I01651,U049,F037,skip,,2026-02-10T13:20:00
I01652,U047,F046,skip,,2026-01-13T11:18:00
I01653,U027,F095,skip,,2026-01-20T00:48:00
I01654,U038,F049,click,,2026-01-05T09:54:00
I01655,U011,F020,dislike,,2026-03-22T03:11:00
I01656,U046,F030,click,,2026-03-25T04:48:00
I01657,U050,F092,rating,5,2026-02-27T04:28:00
I01658,U022,F038,click,,2026-02-25T01:21:00
I01659,U046,F100,dislike,,2026-03-20T20:42:00
I01660,U005,F020,click,,2026-01-13T00:30:00
I01661,U010,F099,skip,,2026-01-12T17:01:00
I01662,U007,F059,rating,4,2026-01-09T09:33:00
I01663,U037,F047,like,,2026-02-28T08:48:00
I01664,U031,F033,like,,2026-01-18T04:13:00
I01665,U037,F063,click,,2026-02-21T13:57:00
I01666,U040,F088,like,,2026-03-21T10:42:00
I01667,U024,F011,skip,,2026-02-03T23:17:00
I01668,U003,F080,dislike,,2026-02-01T23:53:00
I01669,U036,F002,like,,2026-02-18T05:24:00
I01670,U037,F052,dislike,,2026-03-01T22:50:00
I01671,U006,F045,skip,,2026-03-01T03:43:00
I01672,U006,F024,click,,2026-02-20T14:47:00
I01673,U013,F052,like,,2026-03-19T16:35:00
I01674,U014,F090,dislike,,2026-02-28T01:18:00
I01675,U035,F020,dislike,,2026-01-28T10:55:00
I01676,U037,F005,skip,,2026-01-08T12:20:00
I01677,U028,F061,like,,2026-01-03T23:20:00
I01678,U028,F035,like,,2026-01-19T02:21:00
I01679,U018,F052,click,,2026-02-27T14:19:00
I01680,U034,F028,dislike,,2026-01-07T03:09:00
I01681,U028,F044,dislike,,2026-01-26T11:55:00
I01682,U027,F062,save,,2026-01-21T23:46:00
I01683,U028,F046,skip,,2026-01-02T19:08:00
I01684,U039,F026,save,,2026-03-20T04:56:00
I01685,U021,F086,click,,2026-02-10T00:29:00
I01686,U010,F059,skip,,2026-02-10T03:52:00
I01687,U044,F053,click,,2026-02-27T04:17:00
I01688,U041,F058,save,,2026-01-05T07:27:00
I01689,U048,F025,save,,2026-01-22T20:30:00
I01690,U025,F028,rating,4,2026-02-17T12:25:00
I01691,U002,F039,skip,,2026-01-16T23:52:00
I01692,U032,F084,skip,,2026-02-15T12:01:00
I01693,U035,F055,skip,,2026-01-15T06:00:00
I01694,U030,F055,save,,2026-01-21T18:31:00
I01695,U028,F049,save,,2026-03-29T14:55:00
I01696,U041,F037,click,,2026-01-13T02:59:00
I01697,U007,F012,skip,,2026-02-22T03:32:00
I01698,U032,F096,click,,2026-01-13T21:37:00
I01699,U029,F065,dislike,,2026-02-07T14:21:00
I01700,U014,F029,skip,,2026-01-15T06:40:00
I01701,U031,F016,click,,2026-03-01T14:05:00
I01702,U042,F091,dislike,,2026-02-17T07:38:00
I01703,U033,F037,save,,2026-02-09T14:09:00
I01704,U044,F031,rating,4,2026-01-02T00:53:00
I01705,U010,F048,skip,,2026-03-18T10:50:00
I01706,U022,F022,click,,2026-01-31T18:58:00
I01707,U026,F025,dislike,,2026-01-07T19:43:00
I01708,U028,F017,dislike,,2026-01-23T13:45:00
I01709,U021,F067,like,,2026-01-17T17:12:00
I01710,U008,F081,dislike,,2026-03-22T08:52:00
I01711,U036,F021,dislike,,2026-01-12T00:52:00
I01712,U028,F002,skip,,2026-01-04T21:05:00
I01713,U046,F070,dislike,,2026-02-18T00:51:00
I01714,U048,F094,save,,2026-03-22T12:13:00
I01715,U012,F031,dislike,,2026-01-25T18:16:00
I01716,U016,F093,skip,,2026-02-03T22:30:00
I01717,U004,F036,like,,2026-01-03T21:47:00
I01718,U038,F014,rating,4,2026-01-14T04:50:00
I01719,U019,F034,dislike,,2026-03-05T12:20:00
I01720,U014,F051,click,,2026-02-22T02:30:00
I01721,U032,F081,save,,2026-02-18T10:42:00
I01722,U041,F058,dislike,,2026-01-02T06:05:00
I01723,U043,F073,click,,2026-01-16T11:42:00
I01724,U023,F062,skip,,2026-01-01T05:24:00
I01725,U034,F095,like,,2026-03-19T01:00:00
I01726,U035,F003,click,,2026-01-28T12:27:00
I01727,U008,F028,like,,2026-01-11T23:36:00
I01728,U009,F035,like,,2026-01-12T11:53:00
I01729,U046,F071,skip,,2026-03-05T14:53:00
I01730,U033,F052,dislike,,2026-01-26T23:27:00
I01731,U046,F036,dislike,,2026-03-17T10:38:00
I01732,U011,F027,skip,,2026-02-27T14:27:00
I01733,U039,F096,dislike,,2026-01-14T20:43:00
I01734,U025,F055,like,,2026-03-22T02:11:00
I01735,U029,F022,click,,2026-02-02T20:01:00
I01736,U027,F038,click,,2026-03-09T12:01:00
I01737,U026,F004,click,,2026-02-24T06:20:00
I01738,U023,F032,save,,2026-02-17T04:57:00
I01739,U050,F041,like,,2026-01-02T11:13:00
I01740,U014,F060,dislike,,2026-01-30T19:10:00
I01741,U005,F050,like,,2026-01-28T03:30:00
I01742,U036,F036,click,,2026-03-27T02:33:00
I01743,U037,F083,skip,,2026-02-10T10:55:00
I01744,U013,F026,save,,2026-01-06T09:22:00
I01745,U027,F016,like,,2026-02-11T20:10:00
I01746,U025,F031,dislike,,2026-03-24T19:39:00
I01747,U001,F060,click,,2026-02-21T01:15:00
I01748,U035,F068,save,,2026-01-09T16:02:00
I01749,U007,F054,dislike,,2026-02-14T13:39:00
I01750,U006,F072,skip,,2026-01-07T13:25:00
I01751,U020,F090,skip,,2026-03-24T04:08:00
I01752,U024,F080,like,,2026-01-02T04:44:00
I01753,U007,F042,skip,,2026-01-29T05:48:00
I01754,U006,F025,click,,2026-03-10T00:10:00
I01755,U045,F007,click,,2026-01-15T01:38:00
I01756,U020,F010,save,,2026-02-18T09:12:00
I01757,U045,F022,skip,,2026-01-16T04:18:00
I01758,U021,F019,click,,2026-02-22T21:44:00
I01759,U029,F086,save,,2026-03-15T16:18:00
I01760,U043,F063,dislike,,2026-03-03T07:42:00
I01761,U006,F034,skip,,2026-02-15T19:03:00
I01762,U016,F085,click,,2026-03-30T02:39:00
I01763,U005,F064,like,,2026-01-28T15:58:00
I01764,U025,F025,dislike,,2026-03-17T18:00:00
I01765,U033,F041,dislike,,2026-02-28T22:22:00
I01766,U010,F065,like,,2026-02-16T13:09:00
I01767,U029,F080,click,,2026-01-25T02:20:00
I01768,U018,F055,like,,2026-03-15T22:07:00
I01769,U007,F019,like,,2026-01-15T08:12:00
I01770,U002,F059,like,,2026-03-26T18:07:00
I01771,U029,F046,rating,4,2026-02-15T14:43:00
I01772,U014,F020,like,,2026-02-12T01:48:00
I01773,U029,F035,dislike,,2026-02-18T14:25:00
I01774,U013,F038,like,,2026-02-05T18:04:00
I01775,U039,F064,dislike,,2026-01-07T22:03:00
I01776,U016,F015,like,,2026-01-05T19:38:00
I01777,U018,F031,like,,2026-01-29T21:10:00
I01778,U045,F092,like,,2026-01-29T23:36:00
I01779,U018,F064,skip,,2026-02-14T21:44:00
I01780,U019,F091,skip,,2026-01-13T06:19:00
I01781,U033,F090,skip,,2026-03-30T08:08:00
I01782,U011,F041,like,,2026-02-12T15:32:00
I01783,U010,F002,skip,,2026-01-03T06:03:00
I01784,U017,F010,click,,2026-01-02T20:16:00
I01785,U023,F061,skip,,2026-02-01T16:07:00
I01786,U008,F006,skip,,2026-02-07T07:47:00
I01787,U034,F065,like,,2026-01-13T03:24:00
I01788,U020,F095,save,,2026-02-14T18:37:00
I01789,U017,F085,like,,2026-01-02T12:02:00
I01790,U020,F091,save,,2026-03-26T20:20:00
I01791,U031,F015,save,,2026-03-23T00:42:00
I01792,U010,F053,save,,2026-01-19T12:11:00
I01793,U032,F004,skip,,2026-02-25T12:16:00
