food_id,knowledge_document,name,restaurant,category,food_type,meal_type,veg_status,dietary_tags,spice_level,cuisine,protein,flavor,base,price,price_flag,rating,area,city,source,image_url
dp9i__sizzling-kabab,"Sizzling Kabab is a main dish available at BURP in Bahria Town, Lahore. It falls under the Wraps category, is non-vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. It is served with a wrap base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 808 and has a customer rating of 4.2/5.",Sizzling Kabab,BURP,Wraps,main,anytime,non_vegetarian,halal,none,Middle Eastern,unknown,unknown,wrap,807.5,,4.2,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/dp9i/product/102666507/5dae85e1-cdc2-4f35-8a11-97f1b2296aa2.jpg
dp9i__smash,"Smash is a main dish available at BURP in Bahria Town, Lahore. It falls under the Beef Burgers category, is non-vegetarian, and has an unspecified spice level. It is Fast Food cuisine. Its main protein is beef. It is served with a burger_bun base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 722 and has a customer rating of 4.2/5.",Smash,BURP,Beef Burgers,main,anytime,non_vegetarian,halal,none,Fast Food,beef,unknown,burger_bun,722.5,,4.2,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/dp9i/product/102666494/2824e43b-7736-4408-9676-f29be2ce4e03.jpg
dp9i__smashed-twice,"Smashed Twice is a main dish available at BURP in Bahria Town, Lahore. It falls under the Beef Burgers category, is non-vegetarian, and has an unspecified spice level. It is Fast Food cuisine. Its main protein is beef. It is served with a burger_bun base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1062 and has a customer rating of 4.2/5.",Smashed Twice,BURP,Beef Burgers,main,anytime,non_vegetarian,halal,none,Fast Food,beef,unknown,burger_bun,1062.5,,4.2,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/dp9i/product/102666497/2f3d7295-18c8-4938-b184-347e43620a7a.jpg
dp9i__tender-strips-4pc,"Tender Strips 4pc is a main dish available at BURP in Bahria Town, Lahore. It falls under the Crispy Fried category, is non-vegetarian, and has an unspecified spice level. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 722 and has a customer rating of 4.2/5.",Tender Strips 4pc,BURP,Crispy Fried,main,anytime,non_vegetarian,halal,none,Unknown,unknown,unknown,unknown,722.5,,4.2,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/dp9i/product/102666510/7ba478cc-339c-4e01-9c67-c5664ec4771f.jpg
dp9i__water,"Water is a beverage dish available at BURP in Bahria Town, Lahore. It falls under the Drinks category, is vegetarian, and has an unspecified spice level. It is Cafe cuisine. It is served with a beverage base. It is typically eaten as an anytime item. It is priced at PKR 128 and has a customer rating of 4.2/5.",Water,BURP,Drinks,beverage,anytime,vegetarian,vegetarian,none,Cafe,none,neutral,beverage,127.5,,4.2,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/dp9i/product/ab476eb7-bdfe-4e35-a9b5-fd9fc5d200b4.jpg
dp9i__zing,"Zing is a main dish available at BURP in Bahria Town, Lahore. It falls under the Chicken Burgers category, is non-vegetarian, and has a mild spice level. It is Fast Food cuisine. Its main protein is chicken. It is served with a burger_bun base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 595 and has a customer rating of 4.2/5.",Zing,BURP,Chicken Burgers,main,anytime,non_vegetarian,halal,mild,Fast Food,chicken,unknown,burger_bun,595.0,,4.2,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/dp9i/product/102666489/b1a731e1-447a-4f57-b513-10fd0ec87974.jpg
dp9i__zing-twist,"Zing Twist is a main dish available at BURP in Bahria Town, Lahore. It falls under the Wraps category, is of unconfirmed vegetarian/non-vegetarian status, and has an unspecified spice level. It is Fast Food cuisine. It is served with a wrap base. It is typically eaten as an anytime item. It is priced at PKR 722 and has a customer rating of 4.2/5.",Zing Twist,BURP,Wraps,main,anytime,uncertain,none,none,Fast Food,unknown,unknown,wrap,722.5,,4.2,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/dp9i/product/102666505/0e584958-bffd-4b02-8523-eb6d62036467.jpg
dp9i__zinger-staples,"Zinger Staples is a main dish available at BURP in Bahria Town, Lahore. It falls under the Crispy Fried category, is non-vegetarian, and has an unspecified spice level. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 808 and has a customer rating of 4.2/5.",Zinger Staples,BURP,Crispy Fried,main,anytime,non_vegetarian,halal,none,Unknown,unknown,unknown,unknown,807.5,,4.2,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/dp9i/product/102666511/1e2da514-de35-4ed6-8dfb-90be3ef94def.jpg
dp9i__zingrella,"Zingrella is a main dish available at BURP in Bahria Town, Lahore. It falls under the Chicken Burgers category, is non-vegetarian, and has an unspecified spice level. It is Fast Food cuisine. Its main protein is chicken. It is served with a burger_bun base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 892 and has a customer rating of 4.2/5.",Zingrella,BURP,Chicken Burgers,main,anytime,non_vegetarian,halal,none,Fast Food,chicken,unknown,burger_bun,892.5,,4.2,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/dp9i/product/102666492/f6327613-2f36-4d0b-9fe1-6380c802b58d.jpg
s3ia__345ml-drink,"345ml Drink is a beverage dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Beverages category, is vegetarian, and has an unspecified spice level. It is Cafe cuisine. It is served with a beverage base. It is typically eaten as an anytime item. It is priced at PKR 169 and has a customer rating of 4.8/5.",345ml Drink,Biryani Express - Bahria Town,Beverages,beverage,anytime,vegetarian,vegetarian,none,Cafe,none,unknown,beverage,169.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/98493785.jpg
s3ia__500ml-coke,"500ml Coke is a beverage dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Beverages category, is vegetarian, and has an unspecified spice level. It is Cafe cuisine. It is served with a beverage base. It is typically eaten as an anytime item. It is priced at PKR 169 and has a customer rating of 4.8/5.",500ml Coke,Biryani Express - Bahria Town,Beverages,beverage,anytime,vegetarian,vegetarian,none,Cafe,none,unknown,beverage,169.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/lh/6909263.jpg
s3ia__achari-daal-mash,"Achari Daal Mash is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Pakistani category, is vegetarian, and has a mild spice level. It is Pakistani cuisine. It is served with a rice base. Its flavor profile is tangy. It is typically eaten as an anytime item. It is priced at PKR 616 and has a customer rating of 4.8/5.",Achari Daal Mash,Biryani Express - Bahria Town,Pakistani,main,anytime,vegetarian,vegetarian,mild,Pakistani,vegetarian,tangy,rice,616.5,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/products/4409387.jpg
s3ia__achari-naan,"Achari Naan is a bread dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Tandoor category, is of unconfirmed vegetarian/non-vegetarian status, and has a mild spice level. It is Pakistani cuisine. It is served with a naan base. Its flavor profile is tangy. It is typically eaten as an anytime item. It is priced at PKR 189 and has a customer rating of 4.8/5.",Achari Naan,Biryani Express - Bahria Town,Tandoor,bread,anytime,uncertain,none,mild,Pakistani,vegetarian,tangy,naan,189.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4409632.jpg
s3ia__afghani-naan,"Afghani Naan is a bread dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Tandoor category, is of unconfirmed vegetarian/non-vegetarian status, and has an unspecified spice level. It is Pakistani cuisine. It is served with a naan base. It is typically eaten as an anytime item. It is priced at PKR 219 and has a customer rating of 4.8/5.",Afghani Naan,Biryani Express - Bahria Town,Tandoor,bread,anytime,uncertain,none,none,Pakistani,vegetarian,unknown,naan,219.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4409635.jpg
s3ia__american-chop-suey,"American Chop Suey is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Chow Mein & Chop Suey category, is of unconfirmed vegetarian/non-vegetarian status, and has an unspecified spice level. It is American cuisine. It is served with a rice base. It is typically eaten as an anytime item. It is priced at PKR 1175 and has a customer rating of 4.8/5.",American Chop Suey,Biryani Express - Bahria Town,Chow Mein & Chop Suey,main,anytime,uncertain,none,none,American,unknown,unknown,rice,1175.25,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/products/4408709.jpg
s3ia__american-tikka,"American Tikka is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Bar Bq Specialties category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. It is served with a rice base. Its flavor profile is smoky. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1279 and has a customer rating of 4.8/5.",American Tikka,Biryani Express - Bahria Town,Bar Bq Specialties,main,anytime,non_vegetarian,halal,mild,Pakistani,unknown,smoky,rice,1278.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4413157.jpg
s3ia__bbq-biryani,"BBQ Biryani is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Biryani category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. It is served with a rice base. Its flavor profile is smoky. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 705 and has a customer rating of 4.8/5.",BBQ Biryani,Biryani Express - Bahria Town,Biryani,main,anytime,non_vegetarian,halal,none,Pakistani,unknown,smoky,rice,705.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4415797.jpg
s3ia__bbq-malai-tikka-sandwich,"BBQ Malai Tikka Sandwich is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Sandwiches category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. It is served with a rice base. Its flavor profile is creamy. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 749 and has a customer rating of 4.8/5.",BBQ Malai Tikka Sandwich,Biryani Express - Bahria Town,Sandwiches,main,anytime,non_vegetarian,halal,mild,Pakistani,unknown,creamy,rice,749.25,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4408056.jpg
s3ia__bbq-pizza,"BBQ Pizza is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Pizza category, is vegetarian, and has a mild spice level. It is Italian cuisine. It is served with a rice base. Its flavor profile is smoky. It is typically eaten as an anytime item. It is priced at PKR 661 and has a customer rating of 4.8/5.",BBQ Pizza,Biryani Express - Bahria Town,Pizza,main,anytime,vegetarian,vegetarian,mild,Italian,vegetarian,smoky,rice,660.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/6549361.jpg
s3ia__beef-bihari-bbq-roll,"Beef Bihari BBQ Roll is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Variety Of Rolls category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a rice base. Its flavor profile is smoky. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 529 and has a customer rating of 4.8/5.",Beef Bihari BBQ Roll,Biryani Express - Bahria Town,Variety Of Rolls,main,anytime,non_vegetarian,halal,none,Pakistani,beef,smoky,rice,528.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4413484.jpg
s3ia__beef-bihari-cheese-kabab,"Beef Bihari Cheese Kabab is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Grilled Beef category, is non-vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. Its main protein is beef. It is served with a rice base. Its flavor profile is cheesy. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1455 and has a customer rating of 4.8/5.",Beef Bihari Cheese Kabab,Biryani Express - Bahria Town,Grilled Beef,main,anytime,non_vegetarian,halal,none,Middle Eastern,beef,cheesy,rice,1455.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4413044.jpg
s3ia__beef-bihari-kabab,"Beef Bihari Kabab is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Grilled Beef category, is non-vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. Its main protein is beef. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1366 and has a customer rating of 4.8/5.",Beef Bihari Kabab,Biryani Express - Bahria Town,Grilled Beef,main,anytime,non_vegetarian,halal,none,Middle Eastern,beef,unknown,rice,1366.5,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4409155.jpg
s3ia__beef-black-pepper-steak,"Beef Black Pepper Steak is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Steaks category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1899 and has a customer rating of 4.8/5.",Beef Black Pepper Steak,Biryani Express - Bahria Town,Steaks,main,anytime,non_vegetarian,halal,none,Pakistani,beef,unknown,rice,1899.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4413337.jpg
s3ia__beef-boneless-biryani,"Beef Boneless Biryani is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Biryani category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 529 and has a customer rating of 4.8/5.",Beef Boneless Biryani,Biryani Express - Bahria Town,Biryani,main,anytime,non_vegetarian,halal,none,Pakistani,beef,unknown,rice,528.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4415822.jpg
s3ia__beef-burger,"Beef Burger is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Burgers category, is non-vegetarian, and has an unspecified spice level. It is American cuisine. Its main protein is beef. It is served with a burger_bun base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 590 and has a customer rating of 4.8/5.",Beef Burger,Biryani Express - Bahria Town,Burgers,main,anytime,non_vegetarian,halal,none,American,beef,unknown,burger_bun,590.25,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/4407939.jpg
s3ia__beef-california-steak,"Beef California Steak is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Steaks category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1899 and has a customer rating of 4.8/5.",Beef California Steak,Biryani Express - Bahria Town,Steaks,main,anytime,non_vegetarian,halal,none,Pakistani,beef,unknown,rice,1899.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4413352.jpg
s3ia__beef-cheese-naan,"Beef Cheese Naan is a bread dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Tandoor category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a naan base. Its flavor profile is cheesy. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 749 and has a customer rating of 4.8/5.",Beef Cheese Naan,Biryani Express - Bahria Town,Tandoor,bread,anytime,non_vegetarian,halal,none,Pakistani,beef,cheesy,naan,749.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4409629.jpg
s3ia__beef-cheese-paratha-platter,"Beef Cheese Paratha Platter is a bread dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Variety Of Rolls category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a paratha base. Its flavor profile is cheesy. It is typically eaten as a breakfast item. It is tagged halal. It is priced at PKR 970 and has a customer rating of 4.8/5.",Beef Cheese Paratha Platter,Biryani Express - Bahria Town,Variety Of Rolls,bread,breakfast,non_vegetarian,halal,none,Pakistani,beef,cheesy,paratha,969.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4413002.jpg
s3ia__beef-cheese-roll,"Beef Cheese Roll is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Variety Of Rolls category, is non-vegetarian, and has an unspecified spice level. It is Fast Food cuisine. Its main protein is beef. It is served with a rice base. Its flavor profile is cheesy. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 590 and has a customer rating of 4.8/5.",Beef Cheese Roll,Biryani Express - Bahria Town,Variety Of Rolls,main,anytime,non_vegetarian,halal,none,Fast Food,beef,cheesy,rice,590.25,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4408997.jpg
s3ia__beef-cheese-shawarma,"Beef Cheese Shawarma is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Shawarma category, is non-vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. Its main protein is beef. It is served with a wrap base. Its flavor profile is cheesy. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 573 and has a customer rating of 4.8/5.",Beef Cheese Shawarma,Biryani Express - Bahria Town,Shawarma,main,anytime,non_vegetarian,halal,none,Middle Eastern,beef,cheesy,wrap,573.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4413399.jpg
s3ia__beef-cheese-shawarma-platter,"Beef Cheese Shawarma Platter is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Shawarma category, is non-vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. Its main protein is beef. It is served with a wrap base. Its flavor profile is cheesy. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 970 and has a customer rating of 4.8/5.",Beef Cheese Shawarma Platter,Biryani Express - Bahria Town,Shawarma,main,anytime,non_vegetarian,halal,none,Middle Eastern,beef,cheesy,wrap,969.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4408270.jpg
s3ia__beef-chili-dry,"Beef Chili Dry is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Chinese category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a rice base. Its flavor profile is spicy. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1411 and has a customer rating of 4.8/5.",Beef Chili Dry,Biryani Express - Bahria Town,Chinese,main,anytime,non_vegetarian,halal,mild,Pakistani,beef,spicy,rice,1410.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/4408347.jpg
s3ia__beef-chow-mein,"Beef Chow Mein is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Chow Mein & Chop Suey category, is non-vegetarian, and has an unspecified spice level. It is Chinese cuisine. Its main protein is beef. It is served with a noodles base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1146 and has a customer rating of 4.8/5.",Beef Chow Mein,Biryani Express - Bahria Town,Chow Mein & Chop Suey,main,anytime,non_vegetarian,halal,none,Chinese,beef,unknown,noodles,1146.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4408704.jpg
s3ia__beef-chutney-roll,"Beef Chutney Roll is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Variety Of Rolls category, is non-vegetarian, and has an unspecified spice level. It is Fast Food cuisine. Its main protein is beef. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 529 and has a customer rating of 4.8/5.",Beef Chutney Roll,Biryani Express - Bahria Town,Variety Of Rolls,main,anytime,non_vegetarian,halal,none,Fast Food,beef,unknown,none,528.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4409001.jpg
s3ia__beef-gola-kabab,"Beef Gola Kabab is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Grilled Beef category, is non-vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. Its main protein is beef. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1366 and has a customer rating of 4.8/5.",Beef Gola Kabab,Biryani Express - Bahria Town,Grilled Beef,main,anytime,non_vegetarian,halal,none,Middle Eastern,beef,unknown,rice,1366.5,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4409154.jpg
s3ia__beef-hot-spicy,"Beef Hot & Spicy is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Chinese category, is non-vegetarian, and has a hot spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a rice base. Its flavor profile is spicy. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1411 and has a customer rating of 4.8/5.",Beef Hot & Spicy,Biryani Express - Bahria Town,Chinese,main,anytime,non_vegetarian,halal,hot,Pakistani,beef,spicy,rice,1410.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4412894.jpg
s3ia__beef-italian-bistecca-steak,"Beef Italian Bistecca Steak is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Steaks category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1899 and has a customer rating of 4.8/5.",Beef Italian Bistecca Steak,Biryani Express - Bahria Town,Steaks,main,anytime,non_vegetarian,halal,none,Pakistani,beef,unknown,rice,1899.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4413350.jpg
s3ia__beef-kabab-masala,"Beef Kabab Masala is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Pakistani category, is non-vegetarian, and has a mild spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a rice base. Its flavor profile is spicy. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1587 and has a customer rating of 4.8/5.",Beef Kabab Masala,Biryani Express - Bahria Town,Pakistani,main,anytime,non_vegetarian,halal,mild,Pakistani,beef,spicy,rice,1587.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/6373617.jpg
s3ia__beef-mexican-pizza,"Beef Mexican Pizza is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Pizza category, is non-vegetarian, and has an unspecified spice level. It is Mexican cuisine. Its main protein is beef. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 661 and has a customer rating of 4.8/5.",Beef Mexican Pizza,Biryani Express - Bahria Town,Pizza,main,anytime,non_vegetarian,halal,none,Mexican,beef,unknown,rice,660.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/6549356.jpg
s3ia__beef-naan,"Beef Naan is a bread dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Tandoor category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a naan base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 649 and has a customer rating of 4.8/5.",Beef Naan,Biryani Express - Bahria Town,Tandoor,bread,anytime,non_vegetarian,halal,none,Pakistani,beef,unknown,naan,649.0,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4413634.jpg
s3ia__beef-paratha-platter,"Beef Paratha Platter is a bread dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Variety Of Rolls category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a paratha base. It is typically eaten as a breakfast item. It is tagged halal. It is priced at PKR 881 and has a customer rating of 4.8/5.",Beef Paratha Platter,Biryani Express - Bahria Town,Variety Of Rolls,bread,breakfast,non_vegetarian,halal,none,Pakistani,beef,unknown,paratha,881.25,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4413007.jpg
s3ia__beef-seekh-kabab,"Beef Seekh Kabab is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Grilled Beef category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is beef. It is served with a rice base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 1279 and has a customer rating of 4.8/5.",Beef Seekh Kabab,Biryani Express - Bahria Town,Grilled Beef,main,anytime,non_vegetarian,halal,none,Pakistani,beef,unknown,rice,1278.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4409153.jpg
s3ia__beef-seekh-kabab-chutney-roll,"Beef Seekh Kabab Chutney Roll is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Variety Of Rolls category, is non-vegetarian, and has an unspecified spice level. It is Pakistani cuisine. Its main protein is beef. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 440 and has a customer rating of 4.8/5.",Beef Seekh Kabab Chutney Roll,Biryani Express - Bahria Town,Variety Of Rolls,main,anytime,non_vegetarian,halal,none,Pakistani,beef,unknown,none,440.25,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/6373622.jpg
s3ia__beef-shawarma,"Beef Shawarma is a main dish available at Biryani Express - Bahria Town in Bahria Town, Lahore. It falls under the Shawarma category, is non-vegetarian, and has an unspecified spice level. It is Middle Eastern cuisine. Its main protein is beef. It is served with a wrap base. It is typically eaten as an anytime item. It is tagged halal. It is priced at PKR 502 and has a customer rating of 4.8/5.",Beef Shawarma,Biryani Express - Bahria Town,Shawarma,main,anytime,non_vegetarian,halal,none,Middle Eastern,beef,unknown,wrap,501.75,,4.8,Bahria Town,Lahore,foodpanda/deliveryhero aggregator scrape,https://images.deliveryhero.io/image/fd-pk/Products/4413401.jpg
