food_id,restaurant_id,restaurant,name,description,category,dish_type,spice_level,spice_level_raw,food_type,meal_type,dietary_tags,price,price_flag,currency,rating,city,area,image_url,source,veg_status,semantic_text,cuisine,protein,flavor,base
s4fr__hot-shots,s4fr,KFC - Bahria Lahore Winterland,Hot Shots,"Hot Shots is a main item from KFC - Bahria Lahore Winterland, listed under the Snacks menu.",Snacks,,none,0,main,snack,none,480.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/n1kh/product/3866249/f4bc768a-5b3b-4fef-9ac6-f00b9501e7ce.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Hot Shots — Snacks category, main dish, vegetarian status unclear, none spice level, snack meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4fr__hot-wings,s4fr,KFC - Bahria Lahore Winterland,Hot Wings,"Hot Wings is a appetizer item from KFC - Bahria Lahore Winterland, listed under the Snacks menu.",Snacks,fried_chicken,hot,2,appetizer,snack,halal,670.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/n1kh/product/3866351/c62260e8-b452-4739-a2da-c6446a381c3e.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Hot Wings — Snacks category, appetizer dish, non-vegetarian, halal, hot spice level, snack meal, served at KFC - Bahria Lahore Winterland.",unknown,chicken,unknown,unknown
s4fr__kentucky-burger,s4fr,KFC - Bahria Lahore Winterland,Kentucky Burger,"Kentucky Burger is a main item from KFC - Bahria Lahore Winterland, listed under the Make It A Meal menu.",Make It A Meal,burger,none,0,main,anytime,none,660.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/3142413.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Kentucky Burger — Make It A Meal category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",American,unknown,unknown,burger_bun
s4fr__kentucky-combo,s4fr,KFC - Bahria Lahore Winterland,Kentucky Combo,"Kentucky Combo is a main item from KFC - Bahria Lahore Winterland, listed under the Make It A Meal menu.",Make It A Meal,,none,0,main,anytime,none,950.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/2154934.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Kentucky Combo — Make It A Meal category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4fr__krunch-burger,s4fr,KFC - Bahria Lahore Winterland,Krunch Burger,"Krunch Burger is a main item from KFC - Bahria Lahore Winterland, listed under the Everyday Value menu.",Everyday Value,burger,none,0,main,anytime,none,310.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/1165180.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Krunch Burger — Everyday Value category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",American,unknown,unknown,burger_bun
s4fr__krunch-burger-with-drink,s4fr,KFC - Bahria Lahore Winterland,Krunch Burger with Drink,"Krunch Burger with Drink is a beverage item from KFC - Bahria Lahore Winterland, listed under the Everyday Value menu.",Everyday Value,burger,none,0,beverage,anytime,none,410.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/1165177.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Krunch Burger with Drink — Everyday Value category, beverage dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",American,none,unknown,burger_bun
s4fr__krunch-chicken-combo,s4fr,KFC - Bahria Lahore Winterland,Krunch Chicken Combo,"Krunch Chicken Combo is a main item from KFC - Bahria Lahore Winterland, listed under the Everyday Value menu.",Everyday Value,,none,0,main,anytime,halal,620.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/15272819.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Krunch Chicken Combo — Everyday Value category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,chicken,unknown,unknown
s4fr__krunch-combo,s4fr,KFC - Bahria Lahore Winterland,Krunch Combo,"Krunch Combo is a main item from KFC - Bahria Lahore Winterland, listed under the Everyday Value menu.",Everyday Value,,none,0,main,anytime,none,590.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/1165178.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Krunch Combo — Everyday Value category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4fr__large-masala-fries,s4fr,KFC - Bahria Lahore Winterland,Large Masala Fries,"Large Masala Fries is a side item from KFC - Bahria Lahore Winterland, listed under the Snacks menu.",Snacks,curry,mild,1,side,snack,vegetarian,430.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/50256018.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Large Masala Fries — Snacks category, side dish, vegetarian, mild spice level, snack meal, served at KFC - Bahria Lahore Winterland.",American,vegetarian,spicy,potato
s4fr__masala-fries-bucket,s4fr,KFC - Bahria Lahore Winterland,Masala Fries Bucket,"Masala Fries Bucket is a side item from KFC - Bahria Lahore Winterland, listed under the Snacks menu.",Snacks,curry,mild,1,side,snack,vegetarian,490.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/50264960.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Masala Fries Bucket — Snacks category, side dish, vegetarian, mild spice level, snack meal, served at KFC - Bahria Lahore Winterland.",American,vegetarian,spicy,potato
s4fr__mexango-wings,s4fr,KFC - Bahria Lahore Winterland,Mexango Wings,"Mexango Wings is a appetizer item from KFC - Bahria Lahore Winterland, listed under the Lets Mex It Up menu.",Lets Mex It Up,fried_chicken,none,0,appetizer,anytime,halal,690.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/s6to/product/373de515-d2d9-4471-82a4-d20e7723dc05.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Mexango Wings — Lets Mex It Up category, appetizer dish, non-vegetarian, halal, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,chicken,unknown,unknown
s4fr__mexinger-burger,s4fr,KFC - Bahria Lahore Winterland,Mexinger Burger,"Mexinger Burger is a main item from KFC - Bahria Lahore Winterland, listed under the Lets Mex It Up menu.",Lets Mex It Up,burger,mild,1,main,anytime,none,660.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/s6to/product/f8e5d978-0c1e-42e9-89a3-932e98c7775a.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Mexinger Burger — Lets Mex It Up category, main dish, vegetarian status unclear, mild spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",American,unknown,unknown,burger_bun
s4fr__mexinger-combo,s4fr,KFC - Bahria Lahore Winterland,Mexinger Combo,"Mexinger Combo is a main item from KFC - Bahria Lahore Winterland, listed under the Lets Mex It Up menu.",Lets Mex It Up,,none,0,main,anytime,none,950.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/s6to/product/102660571/ab188518-e1a1-4c3c-892c-31a11d375e09.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Mexinger Combo — Lets Mex It Up category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4fr__mighty-zinger-burger,s4fr,KFC - Bahria Lahore Winterland,Mighty Zinger Burger,"Mighty Zinger Burger is a main item from KFC - Bahria Lahore Winterland, listed under the Make It A Meal menu.",Make It A Meal,burger,none,0,main,anytime,halal,770.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/1517252.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Mighty Zinger Burger — Make It A Meal category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",American,unknown,unknown,burger_bun
s4fr__mighty-zinger-burger-combo,s4fr,KFC - Bahria Lahore Winterland,Mighty Zinger Burger Combo,"Mighty Zinger Burger Combo is a main item from KFC - Bahria Lahore Winterland, listed under the Make It A Meal menu.",Make It A Meal,burger,none,0,main,anytime,halal,1050.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/1173251.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Mighty Zinger Burger Combo — Make It A Meal category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",American,unknown,unknown,burger_bun
s4fr__nuggets,s4fr,KFC - Bahria Lahore Winterland,Nuggets,"Nuggets is a appetizer item from KFC - Bahria Lahore Winterland, listed under the Snacks menu.",Snacks,fried_chicken,none,0,appetizer,snack,halal,580.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/124922.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Nuggets — Snacks category, appetizer dish, non-vegetarian, halal, none spice level, snack meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4fr__pepsi-1-5-litre,s4fr,KFC - Bahria Lahore Winterland,Pepsi - 1.5 Litre,"Pepsi - 1.5 Litre is a beverage item from KFC - Bahria Lahore Winterland, listed under the Beverages menu.",Beverages,beverage,none,0,beverage,anytime,vegetarian,250.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/3143486.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Pepsi - 1.5 Litre — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",Cafe,none,unknown,beverage
s4fr__pepsi-345-ml,s4fr,KFC - Bahria Lahore Winterland,Pepsi - 345 ml,"Pepsi - 345 ml is a beverage item from KFC - Bahria Lahore Winterland, listed under the Beverages menu.",Beverages,beverage,none,0,beverage,anytime,vegetarian,180.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/131065.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Pepsi - 345 ml — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",Cafe,none,unknown,beverage
s4fr__pepsi-deal,s4fr,KFC - Bahria Lahore Winterland,Pepsi Deal,"Pepsi Deal is a beverage item from KFC - Bahria Lahore Winterland, listed under the Strong Pepsi Deals menu.",Strong Pepsi Deals,beverage,none,0,beverage,anytime,none,620.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/15417163.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Pepsi Deal — Strong Pepsi Deals category, beverage dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",Cafe,none,unknown,beverage
s4fr__real-mayo-dip,s4fr,KFC - Bahria Lahore Winterland,Real Mayo Dip,"Real Mayo Dip is a sauce_condiment item from KFC - Bahria Lahore Winterland, listed under the Condiments menu.",Condiments,sides,none,0,sauce_condiment,anytime,vegetarian,75.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/n1kh/product/100844570/be5d5d2d-6805-4128-b09d-b6953280e14e.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Real Mayo Dip — Condiments category, sauce_condiment dish, vegetarian, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,none,creamy,none
s4fr__regular-masala-fries,s4fr,KFC - Bahria Lahore Winterland,Regular Masala Fries,"Regular Masala Fries is a side item from KFC - Bahria Lahore Winterland, listed under the Snacks menu.",Snacks,curry,mild,1,side,snack,vegetarian,360.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/50264959.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Regular Masala Fries — Snacks category, side dish, vegetarian, mild spice level, snack meal, served at KFC - Bahria Lahore Winterland.",American,vegetarian,spicy,potato
s4fr__rice-spice,s4fr,KFC - Bahria Lahore Winterland,Rice & Spice,"Rice & Spice is a main item from KFC - Bahria Lahore Winterland, listed under the Everyday Value menu.",Everyday Value,,none,0,main,anytime,none,420.0,,PKR,4.6,Lahore,Bahria Town,https://foodpanda.dhmedia.io/image/global-menu-service/FP_PK/vendor/s6to/product/2182939/379b4033-6869-4aca-80e9-db296434d6d6.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Rice & Spice — Everyday Value category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,vegetarian,spicy,rice
s4fr__salsa-dip,s4fr,KFC - Bahria Lahore Winterland,Salsa Dip,"Salsa Dip is a sauce_condiment item from KFC - Bahria Lahore Winterland, listed under the Condiments menu.",Condiments,sides,mild,1,sauce_condiment,anytime,vegetarian,100.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/s6to/product/80e4be25-2642-44ad-8f2d-623faf63b28a.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Salsa Dip — Condiments category, sauce_condiment dish, vegetarian, mild spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,none,unknown,none
s4fr__salsa-sprinkled-wings,s4fr,KFC - Bahria Lahore Winterland,Salsa Sprinkled Wings,"Salsa Sprinkled Wings is a appetizer item from KFC - Bahria Lahore Winterland, listed under the Snacks menu.",Snacks,fried_chicken,mild,1,appetizer,snack,halal,640.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/9031736.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Salsa Sprinkled Wings — Snacks category, appetizer dish, non-vegetarian, halal, mild spice level, snack meal, served at KFC - Bahria Lahore Winterland.",unknown,chicken,unknown,unknown
s4fr__smoke-show-dip,s4fr,KFC - Bahria Lahore Winterland,Smoke Show Dip,"Smoke Show Dip is a sauce_condiment item from KFC - Bahria Lahore Winterland, listed under the Condiments menu.",Condiments,sides,hot,2,sauce_condiment,anytime,vegetarian,75.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/n1kh/product/100844572/1293e64a-35eb-4d74-ab14-04107829cfd6.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Smoke Show Dip — Condiments category, sauce_condiment dish, vegetarian, hot spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,none,unknown,none
s4fr__snack-box,s4fr,KFC - Bahria Lahore Winterland,Snack Box,"Snack Box is a main item from KFC - Bahria Lahore Winterland, listed under the Azaadi Deals menu.",Azaadi Deals,,mild,1,main,snack,none,1050.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/t4jn/product/103054001/8622c8b3-0d73-4931-bf01-9d380fd01d54.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Snack Box — Azaadi Deals category, main dish, vegetarian status unclear, mild spice level, snack meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4fr__spicy-mayo-dip,s4fr,KFC - Bahria Lahore Winterland,Spicy Mayo Dip,"Spicy Mayo Dip is a sauce_condiment item from KFC - Bahria Lahore Winterland, listed under the Condiments menu.",Condiments,sides,hot,2,sauce_condiment,anytime,vegetarian,100.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/n1kh/product/3866414/a36ddaf7-2027-486f-8ff4-791c337660fc.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Spicy Mayo Dip — Condiments category, sauce_condiment dish, vegetarian, hot spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,none,creamy,none
s4fr__strips-chips-n-dips,s4fr,KFC - Bahria Lahore Winterland,Strips Chips N Dips,"Strips Chips N Dips is a main item from KFC - Bahria Lahore Winterland, listed under the Meal Box menu.",Meal Box,sides,none,0,main,anytime,none,750.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/t4jn/product/101017033/51820cc4-8517-4e38-a67e-e976b84d63f7.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Strips Chips N Dips — Meal Box category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,none
s4fr__tangy-masala-wings,s4fr,KFC - Bahria Lahore Winterland,Tangy Masala Wings,"Tangy Masala Wings is a appetizer item from KFC - Bahria Lahore Winterland, listed under the Snacks menu.",Snacks,fried_chicken,mild,1,appetizer,snack,halal,640.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/4129625.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Tangy Masala Wings — Snacks category, appetizer dish, non-vegetarian, halal, mild spice level, snack meal, served at KFC - Bahria Lahore Winterland.",unknown,chicken,tangy,unknown
s4fr__thai-sweet-chili-saucy-wings,s4fr,KFC - Bahria Lahore Winterland,Thai Sweet Chili Saucy Wings,"Thai Sweet Chili Saucy Wings is a dessert item from KFC - Bahria Lahore Winterland, listed under the Snacks menu.",Snacks,fried_chicken,mild,1,dessert,anytime,halal,640.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/3186125.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Thai Sweet Chili Saucy Wings — Snacks category, dessert dish, non-vegetarian, halal, mild spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",Thai,chicken,sweet,unknown
s4fr__thai-sweet-chilli-sauce,s4fr,KFC - Bahria Lahore Winterland,Thai Sweet Chilli Sauce,"Thai Sweet Chilli Sauce is a dessert item from KFC - Bahria Lahore Winterland, listed under the Condiments menu.",Condiments,,mild,1,dessert,anytime,vegetarian,75.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/s0ir/product/bfcf1b12-7abb-48f9-a047-27d633bd83ae.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Thai Sweet Chilli Sauce — Condiments category, dessert dish, vegetarian, mild spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",Thai,vegetarian,sweet,none
s4fr__twister,s4fr,KFC - Bahria Lahore Winterland,Twister,"Twister is a main item from KFC - Bahria Lahore Winterland, listed under the Make It A Meal menu.",Make It A Meal,,none,0,main,anytime,none,440.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/n1kh/product/3866481/4efc890a-8854-4f11-80bc-68a09f097b1d.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Twister — Make It A Meal category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4fr__twister-combo,s4fr,KFC - Bahria Lahore Winterland,Twister Combo,"Twister Combo is a main item from KFC - Bahria Lahore Winterland, listed under the Make It A Meal menu.",Make It A Meal,,none,0,main,anytime,none,710.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/1517261.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Twister Combo — Make It A Meal category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4fr__value-bucket,s4fr,KFC - Bahria Lahore Winterland,Value Bucket,"Value Bucket is a main item from KFC - Bahria Lahore Winterland, listed under the Family Deals menu.",Family Deals,,none,0,main,anytime,none,2090.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/n1kh/product/3866650/49c799a0-6380-451f-bd32-7af9f55b1b85.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Value Bucket — Family Deals category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4fr__vietnamese-dip,s4fr,KFC - Bahria Lahore Winterland,Vietnamese Dip,"Vietnamese Dip is a sauce_condiment item from KFC - Bahria Lahore Winterland, listed under the Condiments menu.",Condiments,sides,none,0,sauce_condiment,anytime,vegetarian,75.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/n1kh/product/100844571/4e16da27-ed6a-4c6c-99b1-cc9419be85ae.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Vietnamese Dip — Condiments category, sauce_condiment dish, vegetarian, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,none,unknown,none
s4fr__wow-box,s4fr,KFC - Bahria Lahore Winterland,WOW Box,"WOW Box is a main item from KFC - Bahria Lahore Winterland, listed under the Meal Box menu.",Meal Box,,none,0,main,anytime,none,1050.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/1642046.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"WOW Box — Meal Box category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4fr__xtreme-duo-box,s4fr,KFC - Bahria Lahore Winterland,Xtreme Duo Box,"Xtreme Duo Box is a main item from KFC - Bahria Lahore Winterland, listed under the Meal Box menu.",Meal Box,,none,0,main,anytime,none,1560.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/2068802.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Xtreme Duo Box — Meal Box category, main dish, vegetarian status unclear, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4fr__zinger-burger,s4fr,KFC - Bahria Lahore Winterland,Zinger Burger,"Zinger Burger is a main item from KFC - Bahria Lahore Winterland, listed under the Make It A Meal menu.",Make It A Meal,burger,none,0,main,anytime,halal,600.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/1517257.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Zinger Burger — Make It A Meal category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",American,unknown,unknown,burger_bun
s4fr__zinger-burger-combo,s4fr,KFC - Bahria Lahore Winterland,Zinger Burger Combo,"Zinger Burger Combo is a main item from KFC - Bahria Lahore Winterland, listed under the Make It A Meal menu.",Make It A Meal,burger,none,0,main,anytime,halal,910.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/1173248.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Zinger Burger Combo — Make It A Meal category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",American,unknown,unknown,burger_bun
s4fr__zinger-stacker-burger,s4fr,KFC - Bahria Lahore Winterland,Zinger Stacker Burger,"Zinger Stacker Burger is a main item from KFC - Bahria Lahore Winterland, listed under the Make It A Meal menu.",Make It A Meal,burger,mild,1,main,anytime,halal,660.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/1517265.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Zinger Stacker Burger — Make It A Meal category, main dish, non-vegetarian, halal, mild spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",American,unknown,unknown,burger_bun
s4fr__zinger-stacker-burger-combo,s4fr,KFC - Bahria Lahore Winterland,Zinger Stacker Burger Combo,"Zinger Stacker Burger Combo is a main item from KFC - Bahria Lahore Winterland, listed under the Make It A Meal menu.",Make It A Meal,burger,none,0,main,anytime,halal,950.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/1173244.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Zinger Stacker Burger Combo — Make It A Meal category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",American,unknown,unknown,burger_bun
s4fr__zingeratha,s4fr,KFC - Bahria Lahore Winterland,Zingeratha,"Zingeratha is a main item from KFC - Bahria Lahore Winterland, listed under the Everyday Value menu.",Everyday Value,fried_chicken,none,0,main,anytime,halal,390.0,,PKR,4.6,Lahore,Bahria Town,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/n1kh/product/3866714/aa2ef6b8-5ddf-452b-938c-936f1a6fbfe7.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Zingeratha — Everyday Value category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at KFC - Bahria Lahore Winterland.",unknown,unknown,unknown,unknown
s4hy__345ml-drink,s4hy,Karachi Hot N Spicy - Bahria Town,345ml Drink,"345ml Drink is a beverage item from Karachi Hot N Spicy - Bahria Town, listed under the Beverages menu.",Beverages,beverage,none,0,beverage,anytime,vegetarian,169.0,,PKR,4.8,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/98493785.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"345ml Drink — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Karachi Hot N Spicy - Bahria Town.",Cafe,none,spicy,beverage
s4hy__500ml-coke,s4hy,Karachi Hot N Spicy - Bahria Town,500ml Coke,"500ml Coke is a beverage item from Karachi Hot N Spicy - Bahria Town, listed under the Beverages menu.",Beverages,beverage,none,0,beverage,anytime,vegetarian,169.0,,PKR,4.8,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/LH/6909263.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"500ml Coke — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Karachi Hot N Spicy - Bahria Town.",Cafe,none,spicy,beverage
s4hy__achari-daal-mash,s4hy,Karachi Hot N Spicy - Bahria Town,Achari Daal Mash,"Achari Daal Mash is a main item from Karachi Hot N Spicy - Bahria Town, listed under the Pakistani menu.",Pakistani,curry,mild,1,main,anytime,vegetarian,575.4,,PKR,4.8,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/4409387.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Achari Daal Mash — Pakistani category, main dish, vegetarian, mild spice level, anytime meal, served at Karachi Hot N Spicy - Bahria Town.",Pakistani,vegetarian,tangy,unknown
s4hy__achari-naan,s4hy,Karachi Hot N Spicy - Bahria Town,Achari Naan,"Achari Naan is a bread item from Karachi Hot N Spicy - Bahria Town, listed under the Tandoor menu.",Tandoor,,mild,1,bread,anytime,none,189.0,,PKR,4.8,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/4409632.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Achari Naan — Tandoor category, bread dish, vegetarian status unclear, mild spice level, anytime meal, served at Karachi Hot N Spicy - Bahria Town.",Pakistani,vegetarian,tangy,naan
s4hy__afghani-naan,s4hy,Karachi Hot N Spicy - Bahria Town,Afghani Naan,"Afghani Naan is a bread item from Karachi Hot N Spicy - Bahria Town, listed under the Tandoor menu.",Tandoor,,none,0,bread,anytime,none,219.0,,PKR,4.8,Lahore,Bahria Town,https://images.deliveryhero.io/image/fd-pk/Products/4413840.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Afghani Naan — Tandoor category, bread dish, vegetarian status unclear, none spice level, anytime meal, served at Karachi Hot N Spicy - Bahria Town.",Pakistani,vegetarian,spicy,naan
